video_path,label,subject,split
manipulated_sequences/DeepFakeDetection/c23/videos/02_27__podium_speech_happy__UGO2181S.mp4,fake,02_27__podium_speech_happy__UGO2181S,train
manipulated_sequences/Deepfakes/c23/videos/385_414.mp4,fake,385_414,train
manipulated_sequences/Face2Face/c23/videos/546_621.mp4,fake,546_621,train
manipulated_sequences/DeepFakeDetection/c23/videos/11_06__walking_outside_cafe_disgusted__MX659QU8.mp4,fake,11_06__walking_outside_cafe_disgusted__MX659QU8,train
original_sequences/actors/c23/videos/14__kitchen_pan.mp4,real,14__kitchen_pan,train
manipulated_sequences/DeepFakeDetection/c23/videos/01_15__walk_down_hall_angry__02HILKYO.mp4,fake,01_15__walk_down_hall_angry__02HILKYO,train
manipulated_sequences/Deepfakes/c23/videos/911_910.mp4,fake,911_910,train
manipulated_sequences/Deepfakes/c23/videos/662_641.mp4,fake,662_641,train
manipulated_sequences/DeepFakeDetection/c23/videos/15_14__exit_phone_room__RNHLLKSQ.mp4,fake,15_14__exit_phone_room__RNHLLKSQ,train
manipulated_sequences/DeepFakeDetection/c23/videos/24_19__secret_conversation__QD5K7BP2.mp4,fake,24_19__secret_conversation__QD5K7BP2,train
original_sequences/actors/c23/videos/26__walk_down_hall_angry.mp4,real,26__walk_down_hall_angry,train
original_sequences/actors/c23/videos/07__podium_speech_happy.mp4,real,07__podium_speech_happy,train
manipulated_sequences/DeepFakeDetection/c23/videos/09_20__exit_phone_room__MKEWB4SM.mp4,fake,09_20__exit_phone_room__MKEWB4SM,train
manipulated_sequences/Deepfakes/c23/videos/720_672.mp4,fake,720_672,train
manipulated_sequences/NeuralTextures/c23/videos/592_500.mp4,fake,592_500,train
manipulated_sequences/Deepfakes/c23/videos/141_161.mp4,fake,141_161,train
manipulated_sequences/DeepFakeDetection/c23/videos/05_28__hugging_happy__VR9127O1.mp4,fake,05_28__hugging_happy__VR9127O1,train
manipulated_sequences/DeepFakeDetection/c23/videos/14_09__walking_outside_cafe_disgusted__6TEK3ZX0.mp4,fake,14_09__walking_outside_cafe_disgusted__6TEK3ZX0,train
manipulated_sequences/DeepFakeDetection/c23/videos/04_07__kitchen_pan__XRK7FGZX.mp4,fake,04_07__kitchen_pan__XRK7FGZX,train
manipulated_sequences/Face2Face/c23/videos/832_762.mp4,fake,832_762,train
original_sequences/youtube/c23/videos/719.mp4,real,719,train
manipulated_sequences/DeepFakeDetection/c23/videos/19_10__podium_speech_happy__FFXB67PI.mp4,fake,19_10__podium_speech_happy__FFXB67PI,train
manipulated_sequences/DeepFakeDetection/c23/videos/20_14__walk_down_hall_angry__B014BKVO.mp4,fake,20_14__walk_down_hall_angry__B014BKVO,train
manipulated_sequences/FaceShifter/c23/videos/450_533.mp4,fake,450_533,train
manipulated_sequences/Face2Face/c23/videos/531_549.mp4,fake,531_549,train
manipulated_sequences/DeepFakeDetection/c23/videos/09_21__kitchen_pan__Z8H2TRCI.mp4,fake,09_21__kitchen_pan__Z8H2TRCI,train
manipulated_sequences/NeuralTextures/c23/videos/880_135.mp4,fake,880_135,train
manipulated_sequences/DeepFakeDetection/c23/videos/20_09__hugging_happy__RAGUKRMK.mp4,fake,20_09__hugging_happy__RAGUKRMK,train
manipulated_sequences/NeuralTextures/c23/videos/177_211.mp4,fake,177_211,train
manipulated_sequences/DeepFakeDetection/c23/videos/02_15__podium_speech_happy__MZWH8ATN.mp4,fake,02_15__podium_speech_happy__MZWH8ATN,train
manipulated_sequences/DeepFakeDetection/c23/videos/25_02__walking_outside_cafe_disgusted__Z7FQ69VP.mp4,fake,25_02__walking_outside_cafe_disgusted__Z7FQ69VP,train
manipulated_sequences/DeepFakeDetection/c23/videos/20_01__outside_talking_pan_laughing__6UBMLXK3.mp4,fake,20_01__outside_talking_pan_laughing__6UBMLXK3,train
manipulated_sequences/FaceSwap/c23/videos/167_166.mp4,fake,167_166,train
manipulated_sequences/Face2Face/c23/videos/691_732.mp4,fake,691_732,train
manipulated_sequences/Deepfakes/c23/videos/818_820.mp4,fake,818_820,train
original_sequences/youtube/c23/videos/400.mp4,real,400,train
manipulated_sequences/NeuralTextures/c23/videos/479_706.mp4,fake,479_706,train
manipulated_sequences/Face2Face/c23/videos/750_743.mp4,fake,750_743,train
manipulated_sequences/DeepFakeDetection/c23/videos/09_14__talking_angry_couch__6TEK3ZX0.mp4,fake,09_14__talking_angry_couch__6TEK3ZX0,train
manipulated_sequences/DeepFakeDetection/c23/videos/03_06__podium_speech_happy__KIWCEATU.mp4,fake,03_06__podium_speech_happy__KIWCEATU,train
manipulated_sequences/Face2Face/c23/videos/998_561.mp4,fake,998_561,train
manipulated_sequences/NeuralTextures/c23/videos/597_595.mp4,fake,597_595,train
manipulated_sequences/DeepFakeDetection/c23/videos/07_12__walk_down_hall_angry__KAG65PEE.mp4,fake,07_12__walk_down_hall_angry__KAG65PEE,train
original_sequences/youtube/c23/videos/686.mp4,real,686,train
manipulated_sequences/DeepFakeDetection/c23/videos/03_07__walking_down_indoor_hall_disgust__PWXXULHR.mp4,fake,03_07__walking_down_indoor_hall_disgust__PWXXULHR,train
original_sequences/youtube/c23/videos/001.mp4,real,001,train
manipulated_sequences/DeepFakeDetection/c23/videos/23_19__outside_talking_still_laughing__D1K19NUP.mp4,fake,23_19__outside_talking_still_laughing__D1K19NUP,train
manipulated_sequences/DeepFakeDetection/c23/videos/07_02__secret_conversation__U7DEOZNV.mp4,fake,07_02__secret_conversation__U7DEOZNV,train
manipulated_sequences/Face2Face/c23/videos/930_763.mp4,fake,930_763,train
manipulated_sequences/DeepFakeDetection/c23/videos/02_13__exit_phone_room__PLNVLO74.mp4,fake,02_13__exit_phone_room__PLNVLO74,train
manipulated_sequences/FaceShifter/c23/videos/535_587.mp4,fake,535_587,train
original_sequences/youtube/c23/videos/564.mp4,real,564,train
manipulated_sequences/NeuralTextures/c23/videos/296_293.mp4,fake,296_293,train
manipulated_sequences/Deepfakes/c23/videos/739_865.mp4,fake,739_865,train
manipulated_sequences/Face2Face/c23/videos/103_082.mp4,fake,103_082,train
manipulated_sequences/DeepFakeDetection/c23/videos/22_10__outside_talking_pan_laughing__1TXK09OY.mp4,fake,22_10__outside_talking_pan_laughing__1TXK09OY,train
manipulated_sequences/FaceSwap/c23/videos/385_414.mp4,fake,385_414,train
manipulated_sequences/DeepFakeDetection/c23/videos/05_16__walking_outside_cafe_disgusted__O56DDU3S.mp4,fake,05_16__walking_outside_cafe_disgusted__O56DDU3S,train
manipulated_sequences/Face2Face/c23/videos/844_797.mp4,fake,844_797,train
manipulated_sequences/FaceShifter/c23/videos/255_214.mp4,fake,255_214,train
manipulated_sequences/DeepFakeDetection/c23/videos/15_12__podium_speech_happy__N0SRODQD.mp4,fake,15_12__podium_speech_happy__N0SRODQD,train
manipulated_sequences/DeepFakeDetection/c23/videos/04_01__walking_outside_cafe_disgusted__0XUW13RW.mp4,fake,04_01__walking_outside_cafe_disgusted__0XUW13RW,train
manipulated_sequences/NeuralTextures/c23/videos/031_163.mp4,fake,031_163,train
manipulated_sequences/Face2Face/c23/videos/395_401.mp4,fake,395_401,train
manipulated_sequences/DeepFakeDetection/c23/videos/21_07__exit_phone_room__MKU99DVX.mp4,fake,21_07__exit_phone_room__MKU99DVX,train
manipulated_sequences/Deepfakes/c23/videos/902_901.mp4,fake,902_901,train
manipulated_sequences/FaceShifter/c23/videos/530_594.mp4,fake,530_594,train
manipulated_sequences/DeepFakeDetection/c23/videos/15_20__walking_outside_cafe_disgusted__99NHTFBM.mp4,fake,15_20__walking_outside_cafe_disgusted__99NHTFBM,train
manipulated_sequences/Face2Face/c23/videos/142_138.mp4,fake,142_138,train
manipulated_sequences/Deepfakes/c23/videos/177_211.mp4,fake,177_211,train
manipulated_sequences/DeepFakeDetection/c23/videos/20_13__talking_against_wall__U3IPYECM.mp4,fake,20_13__talking_against_wall__U3IPYECM,train
manipulated_sequences/DeepFakeDetection/c23/videos/26_20__walk_down_hall_angry__XWMKFMF6.mp4,fake,26_20__walk_down_hall_angry__XWMKFMF6,train
manipulated_sequences/Deepfakes/c23/videos/525_509.mp4,fake,525_509,train
manipulated_sequences/Face2Face/c23/videos/671_677.mp4,fake,671_677,train
manipulated_sequences/FaceShifter/c23/videos/969_897.mp4,fake,969_897,train
manipulated_sequences/DeepFakeDetection/c23/videos/08_17__podium_speech_happy__QOX5NWIJ.mp4,fake,08_17__podium_speech_happy__QOX5NWIJ,train
manipulated_sequences/DeepFakeDetection/c23/videos/08_28__outside_talking_pan_laughing__HIOU8Z8I.mp4,fake,08_28__outside_talking_pan_laughing__HIOU8Z8I,train
manipulated_sequences/NeuralTextures/c23/videos/913_893.mp4,fake,913_893,train
manipulated_sequences/Deepfakes/c23/videos/799_809.mp4,fake,799_809,train
manipulated_sequences/FaceSwap/c23/videos/311_387.mp4,fake,311_387,train
manipulated_sequences/NeuralTextures/c23/videos/664_668.mp4,fake,664_668,train
manipulated_sequences/DeepFakeDetection/c23/videos/26_14__talking_angry_couch__SU8SAHTT.mp4,fake,26_14__talking_angry_couch__SU8SAHTT,train
manipulated_sequences/NeuralTextures/c23/videos/683_607.mp4,fake,683_607,train
manipulated_sequences/Deepfakes/c23/videos/411_410.mp4,fake,411_410,train
manipulated_sequences/DeepFakeDetection/c23/videos/27_13__walking_outside_cafe_disgusted__A1OSUJE9.mp4,fake,27_13__walking_outside_cafe_disgusted__A1OSUJE9,train
manipulated_sequences/DeepFakeDetection/c23/videos/23_19__walking_and_outside_surprised__F7U8UY7V.mp4,fake,23_19__walking_and_outside_surprised__F7U8UY7V,train
original_sequences/youtube/c23/videos/728.mp4,real,728,train
manipulated_sequences/DeepFakeDetection/c23/videos/07_06__walking_outside_cafe_disgusted__NMGYPBXE.mp4,fake,07_06__walking_outside_cafe_disgusted__NMGYPBXE,train
manipulated_sequences/Deepfakes/c23/videos/586_223.mp4,fake,586_223,train
manipulated_sequences/NeuralTextures/c23/videos/879_963.mp4,fake,879_963,train
original_sequences/actors/c23/videos/07__outside_talking_still_laughing.mp4,real,07__outside_talking_still_laughing,train
original_sequences/actors/c23/videos/14__talking_angry_couch.mp4,real,14__talking_angry_couch,train
manipulated_sequences/FaceShifter/c23/videos/723_704.mp4,fake,723_704,train
manipulated_sequences/DeepFakeDetection/c23/videos/07_26__kitchen_still__FGNGC2GT.mp4,fake,07_26__kitchen_still__FGNGC2GT,train
manipulated_sequences/FaceShifter/c23/videos/254_261.mp4,fake,254_261,train
manipulated_sequences/FaceShifter/c23/videos/781_806.mp4,fake,781_806,train
original_sequences/actors/c23/videos/28__secret_conversation.mp4,real,28__secret_conversation,train
manipulated_sequences/Face2Face/c23/videos/162_330.mp4,fake,162_330,train
manipulated_sequences/DeepFakeDetection/c23/videos/16_08__walking_down_indoor_hall_disgust__8Q7JCS95.mp4,fake,16_08__walking_down_indoor_hall_disgust__8Q7JCS95,train
manipulated_sequences/FaceShifter/c23/videos/874_291.mp4,fake,874_291,train
original_sequences/youtube/c23/videos/745.mp4,real,745,train
manipulated_sequences/DeepFakeDetection/c23/videos/19_24__walk_down_hall_angry__RKQTC50P.mp4,fake,19_24__walk_down_hall_angry__RKQTC50P,train
original_sequences/actors/c23/videos/09__podium_speech_happy.mp4,real,09__podium_speech_happy,train
manipulated_sequences/NeuralTextures/c23/videos/811_920.mp4,fake,811_920,train
manipulated_sequences/DeepFakeDetection/c23/videos/15_14__outside_talking_pan_laughing__OMLZILK3.mp4,fake,15_14__outside_talking_pan_laughing__OMLZILK3,train
manipulated_sequences/Face2Face/c23/videos/131_518.mp4,fake,131_518,train
manipulated_sequences/NeuralTextures/c23/videos/151_225.mp4,fake,151_225,train
manipulated_sequences/FaceShifter/c23/videos/646_643.mp4,fake,646_643,train
manipulated_sequences/Face2Face/c23/videos/423_421.mp4,fake,423_421,train
manipulated_sequences/NeuralTextures/c23/videos/089_065.mp4,fake,089_065,train
manipulated_sequences/FaceShifter/c23/videos/270_297.mp4,fake,270_297,train
manipulated_sequences/DeepFakeDetection/c23/videos/27_06__walking_outside_cafe_disgusted__S3T7SK9O.mp4,fake,27_06__walking_outside_cafe_disgusted__S3T7SK9O,train
manipulated_sequences/FaceSwap/c23/videos/105_180.mp4,fake,105_180,train
manipulated_sequences/NeuralTextures/c23/videos/979_875.mp4,fake,979_875,train
manipulated_sequences/Face2Face/c23/videos/946_049.mp4,fake,946_049,train
manipulated_sequences/NeuralTextures/c23/videos/638_640.mp4,fake,638_640,train
original_sequences/youtube/c23/videos/614.mp4,real,614,train
manipulated_sequences/Face2Face/c23/videos/657_644.mp4,fake,657_644,train
manipulated_sequences/Face2Face/c23/videos/690_689.mp4,fake,690_689,train
original_sequences/youtube/c23/videos/490.mp4,real,490,train
manipulated_sequences/DeepFakeDetection/c23/videos/21_12__kitchen_pan__ME7E3R1D.mp4,fake,21_12__kitchen_pan__ME7E3R1D,train
manipulated_sequences/FaceSwap/c23/videos/535_587.mp4,fake,535_587,train
manipulated_sequences/DeepFakeDetection/c23/videos/09_25__talking_angry_couch__5041ODBN.mp4,fake,09_25__talking_angry_couch__5041ODBN,train
manipulated_sequences/NeuralTextures/c23/videos/425_485.mp4,fake,425_485,train
manipulated_sequences/DeepFakeDetection/c23/videos/02_15__walking_outside_cafe_disgusted__MZWH8ATN.mp4,fake,02_15__walking_outside_cafe_disgusted__MZWH8ATN,train
manipulated_sequences/FaceSwap/c23/videos/829_808.mp4,fake,829_808,train
original_sequences/youtube/c23/videos/734.mp4,real,734,train
manipulated_sequences/Face2Face/c23/videos/768_793.mp4,fake,768_793,train
original_sequences/youtube/c23/videos/540.mp4,real,540,train
manipulated_sequences/Face2Face/c23/videos/469_481.mp4,fake,469_481,train
original_sequences/youtube/c23/videos/473.mp4,real,473,train
manipulated_sequences/NeuralTextures/c23/videos/349_350.mp4,fake,349_350,train
manipulated_sequences/FaceSwap/c23/videos/240_290.mp4,fake,240_290,train
manipulated_sequences/Deepfakes/c23/videos/557_560.mp4,fake,557_560,train
manipulated_sequences/Deepfakes/c23/videos/340_341.mp4,fake,340_341,train
original_sequences/youtube/c23/videos/312.mp4,real,312,train
manipulated_sequences/FaceSwap/c23/videos/456_435.mp4,fake,456_435,train
manipulated_sequences/DeepFakeDetection/c23/videos/13_11__talking_angry_couch__61T622EK.mp4,fake,13_11__talking_angry_couch__61T622EK,train
original_sequences/youtube/c23/videos/336.mp4,real,336,train
manipulated_sequences/DeepFakeDetection/c23/videos/04_13__talking_angry_couch__00T3UYOR.mp4,fake,04_13__talking_angry_couch__00T3UYOR,train
manipulated_sequences/FaceSwap/c23/videos/989_993.mp4,fake,989_993,train
manipulated_sequences/FaceShifter/c23/videos/485_425.mp4,fake,485_425,train
manipulated_sequences/Deepfakes/c23/videos/127_129.mp4,fake,127_129,train
manipulated_sequences/DeepFakeDetection/c23/videos/12_06__podium_speech_happy__3K21NFNM.mp4,fake,12_06__podium_speech_happy__3K21NFNM,train
manipulated_sequences/FaceSwap/c23/videos/519_515.mp4,fake,519_515,train
manipulated_sequences/FaceShifter/c23/videos/749_659.mp4,fake,749_659,train
manipulated_sequences/FaceShifter/c23/videos/300_304.mp4,fake,300_304,train
manipulated_sequences/DeepFakeDetection/c23/videos/01_11__podium_speech_happy__WIZ7GKOD.mp4,fake,01_11__podium_speech_happy__WIZ7GKOD,train
manipulated_sequences/DeepFakeDetection/c23/videos/05_17__kitchen_pan__M3H96PDQ.mp4,fake,05_17__kitchen_pan__M3H96PDQ,train
original_sequences/youtube/c23/videos/639.mp4,real,639,train
manipulated_sequences/DeepFakeDetection/c23/videos/02_27__meeting_serious__QW05XUUZ.mp4,fake,02_27__meeting_serious__QW05XUUZ,train
manipulated_sequences/Deepfakes/c23/videos/805_011.mp4,fake,805_011,train
manipulated_sequences/Face2Face/c23/videos/358_380.mp4,fake,358_380,train
manipulated_sequences/FaceSwap/c23/videos/088_060.mp4,fake,088_060,train
manipulated_sequences/Face2Face/c23/videos/014_790.mp4,fake,014_790,train
manipulated_sequences/DeepFakeDetection/c23/videos/01_03__exit_phone_room__480LQD1C.mp4,fake,01_03__exit_phone_room__480LQD1C,train
manipulated_sequences/FaceShifter/c23/videos/296_293.mp4,fake,296_293,train
original_sequences/youtube/c23/videos/173.mp4,real,173,train
manipulated_sequences/Face2Face/c23/videos/734_699.mp4,fake,734_699,train
manipulated_sequences/FaceSwap/c23/videos/573_757.mp4,fake,573_757,train
manipulated_sequences/NeuralTextures/c23/videos/035_036.mp4,fake,035_036,train
manipulated_sequences/Deepfakes/c23/videos/686_696.mp4,fake,686_696,train
manipulated_sequences/Face2Face/c23/videos/391_406.mp4,fake,391_406,train
manipulated_sequences/DeepFakeDetection/c23/videos/26_27__talking_angry_couch__IE9N0ZI9.mp4,fake,26_27__talking_angry_couch__IE9N0ZI9,train
manipulated_sequences/DeepFakeDetection/c23/videos/28_08__outside_talking_pan_laughing__GGCUYQA4.mp4,fake,28_08__outside_talking_pan_laughing__GGCUYQA4,train
manipulated_sequences/NeuralTextures/c23/videos/804_738.mp4,fake,804_738,train
manipulated_sequences/Deepfakes/c23/videos/242_182.mp4,fake,242_182,train
manipulated_sequences/DeepFakeDetection/c23/videos/18_12__outside_talking_still_laughing__IKH1LBBY.mp4,fake,18_12__outside_talking_still_laughing__IKH1LBBY,train
original_sequences/youtube/c23/videos/111.mp4,real,111,train
manipulated_sequences/DeepFakeDetection/c23/videos/04_26__talking_angry_couch__MS2MLJP1.mp4,fake,04_26__talking_angry_couch__MS2MLJP1,train
manipulated_sequences/Face2Face/c23/videos/060_088.mp4,fake,060_088,train
original_sequences/actors/c23/videos/19__walking_outside_cafe_disgusted.mp4,real,19__walking_outside_cafe_disgusted,train
manipulated_sequences/DeepFakeDetection/c23/videos/06_18__exit_phone_room__H9445M6R.mp4,fake,06_18__exit_phone_room__H9445M6R,train
manipulated_sequences/FaceSwap/c23/videos/985_981.mp4,fake,985_981,train
manipulated_sequences/DeepFakeDetection/c23/videos/01_15__kitchen_pan__02HILKYO.mp4,fake,01_15__kitchen_pan__02HILKYO,train
manipulated_sequences/DeepFakeDetection/c23/videos/17_16__talking_against_wall__S7UMSIQV.mp4,fake,17_16__talking_against_wall__S7UMSIQV,train
original_sequences/youtube/c23/videos/902.mp4,real,902,train
manipulated_sequences/DeepFakeDetection/c23/videos/21_25__outside_talking_pan_laughing__2R46UX3R.mp4,fake,21_25__outside_talking_pan_laughing__2R46UX3R,train
manipulated_sequences/DeepFakeDetection/c23/videos/25_06__secret_conversation__3QQBVBYN.mp4,fake,25_06__secret_conversation__3QQBVBYN,train
manipulated_sequences/DeepFakeDetection/c23/videos/10_22__outside_talking_pan_laughing__8YQ2EUQP.mp4,fake,10_22__outside_talking_pan_laughing__8YQ2EUQP,train
manipulated_sequences/FaceSwap/c23/videos/845_846.mp4,fake,845_846,train
manipulated_sequences/DeepFakeDetection/c23/videos/27_02__talking_angry_couch__GVFLSZD5.mp4,fake,27_02__talking_angry_couch__GVFLSZD5,train
manipulated_sequences/NeuralTextures/c23/videos/915_895.mp4,fake,915_895,train
manipulated_sequences/DeepFakeDetection/c23/videos/04_06__walking_outside_cafe_disgusted__ZK95PQDE.mp4,fake,04_06__walking_outside_cafe_disgusted__ZK95PQDE,train
manipulated_sequences/FaceSwap/c23/videos/338_336.mp4,fake,338_336,train
manipulated_sequences/Face2Face/c23/videos/276_185.mp4,fake,276_185,train
manipulated_sequences/FaceShifter/c23/videos/074_825.mp4,fake,074_825,train
manipulated_sequences/FaceSwap/c23/videos/161_141.mp4,fake,161_141,train
original_sequences/youtube/c23/videos/346.mp4,real,346,train
manipulated_sequences/FaceShifter/c23/videos/947_951.mp4,fake,947_951,train
manipulated_sequences/Deepfakes/c23/videos/131_518.mp4,fake,131_518,train
manipulated_sequences/DeepFakeDetection/c23/videos/26_18__talking_angry_couch__AI94QW74.mp4,fake,26_18__talking_angry_couch__AI94QW74,train
manipulated_sequences/DeepFakeDetection/c23/videos/14_06__outside_talking_still_laughing__8U9ULZDT.mp4,fake,14_06__outside_talking_still_laughing__8U9ULZDT,train
manipulated_sequences/DeepFakeDetection/c23/videos/20_03__talking_angry_couch__9NFWR304.mp4,fake,20_03__talking_angry_couch__9NFWR304,train
manipulated_sequences/DeepFakeDetection/c23/videos/17_08__talking_against_wall__QOX5NWIJ.mp4,fake,17_08__talking_against_wall__QOX5NWIJ,train
original_sequences/youtube/c23/videos/661.mp4,real,661,train
manipulated_sequences/FaceSwap/c23/videos/541_523.mp4,fake,541_523,train
manipulated_sequences/NeuralTextures/c23/videos/183_253.mp4,fake,183_253,train
manipulated_sequences/Face2Face/c23/videos/575_603.mp4,fake,575_603,train
manipulated_sequences/DeepFakeDetection/c23/videos/03_09__outside_talking_still_laughing__RCETIXYL.mp4,fake,03_09__outside_talking_still_laughing__RCETIXYL,train
original_sequences/actors/c23/videos/21__walking_down_street_outside_angry.mp4,real,21__walking_down_street_outside_angry,train
manipulated_sequences/DeepFakeDetection/c23/videos/14_26__kitchen_still__ILLP29ZH.mp4,fake,14_26__kitchen_still__ILLP29ZH,train
manipulated_sequences/DeepFakeDetection/c23/videos/15_03__exit_phone_room__OY4I7ZU8.mp4,fake,15_03__exit_phone_room__OY4I7ZU8,train
manipulated_sequences/FaceShifter/c23/videos/433_498.mp4,fake,433_498,train
manipulated_sequences/DeepFakeDetection/c23/videos/19_23__podium_speech_happy__D1K19NUP.mp4,fake,19_23__podium_speech_happy__D1K19NUP,train
manipulated_sequences/DeepFakeDetection/c23/videos/14_15__podium_speech_happy__RF38N10R.mp4,fake,14_15__podium_speech_happy__RF38N10R,train
manipulated_sequences/DeepFakeDetection/c23/videos/27_25__outside_talking_pan_laughing__GNIMW95Z.mp4,fake,27_25__outside_talking_pan_laughing__GNIMW95Z,train
manipulated_sequences/FaceSwap/c23/videos/298_279.mp4,fake,298_279,train
manipulated_sequences/FaceSwap/c23/videos/421_423.mp4,fake,421_423,train
manipulated_sequences/NeuralTextures/c23/videos/305_513.mp4,fake,305_513,train
manipulated_sequences/DeepFakeDetection/c23/videos/25_15__secret_conversation__BXVA6VQB.mp4,fake,25_15__secret_conversation__BXVA6VQB,train
manipulated_sequences/DeepFakeDetection/c23/videos/20_25__outside_talking_still_laughing__M86GQTHK.mp4,fake,20_25__outside_talking_still_laughing__M86GQTHK,train
manipulated_sequences/Deepfakes/c23/videos/374_407.mp4,fake,374_407,train
manipulated_sequences/FaceShifter/c23/videos/761_766.mp4,fake,761_766,train
manipulated_sequences/NeuralTextures/c23/videos/009_027.mp4,fake,009_027,train
manipulated_sequences/FaceShifter/c23/videos/528_510.mp4,fake,528_510,train
manipulated_sequences/Face2Face/c23/videos/263_284.mp4,fake,263_284,train
manipulated_sequences/FaceSwap/c23/videos/481_469.mp4,fake,481_469,train
manipulated_sequences/Face2Face/c23/videos/371_367.mp4,fake,371_367,train
manipulated_sequences/Deepfakes/c23/videos/719_737.mp4,fake,719_737,train
manipulated_sequences/FaceShifter/c23/videos/429_404.mp4,fake,429_404,train
manipulated_sequences/FaceSwap/c23/videos/984_967.mp4,fake,984_967,train
manipulated_sequences/DeepFakeDetection/c23/videos/09_21__walking_down_street_outside_angry__Z8H2TRCI.mp4,fake,09_21__walking_down_street_outside_angry__Z8H2TRCI,train
original_sequences/youtube/c23/videos/629.mp4,real,629,train
original_sequences/actors/c23/videos/01__outside_talking_pan_laughing.mp4,real,01__outside_talking_pan_laughing,train
manipulated_sequences/Deepfakes/c23/videos/282_238.mp4,fake,282_238,train
manipulated_sequences/FaceShifter/c23/videos/148_133.mp4,fake,148_133,train
manipulated_sequences/NeuralTextures/c23/videos/130_139.mp4,fake,130_139,train
original_sequences/youtube/c23/videos/246.mp4,real,246,train
manipulated_sequences/DeepFakeDetection/c23/videos/13_04__talking_angry_couch__00T3UYOR.mp4,fake,13_04__talking_angry_couch__00T3UYOR,train
original_sequences/youtube/c23/videos/747.mp4,real,747,train
manipulated_sequences/FaceShifter/c23/videos/865_739.mp4,fake,865_739,train
manipulated_sequences/FaceSwap/c23/videos/542_520.mp4,fake,542_520,train
manipulated_sequences/FaceSwap/c23/videos/808_829.mp4,fake,808_829,train
manipulated_sequences/DeepFakeDetection/c23/videos/12_15__talking_angry_couch__RK17XFJ9.mp4,fake,12_15__talking_angry_couch__RK17XFJ9,train
original_sequences/youtube/c23/videos/506.mp4,real,506,train
manipulated_sequences/Face2Face/c23/videos/926_900.mp4,fake,926_900,train
manipulated_sequences/Face2Face/c23/videos/847_906.mp4,fake,847_906,train
manipulated_sequences/DeepFakeDetection/c23/videos/02_06__walking_down_street_outside_angry__MKZTXQ2T.mp4,fake,02_06__walking_down_street_outside_angry__MKZTXQ2T,train
original_sequences/youtube/c23/videos/290.mp4,real,290,train
manipulated_sequences/DeepFakeDetection/c23/videos/13_20__talking_against_wall__4SAX54BT.mp4,fake,13_20__talking_against_wall__4SAX54BT,train
manipulated_sequences/DeepFakeDetection/c23/videos/07_04__kitchen_pan__XRK7FGZX.mp4,fake,07_04__kitchen_pan__XRK7FGZX,train
original_sequences/youtube/c23/videos/852.mp4,real,852,train
manipulated_sequences/DeepFakeDetection/c23/videos/03_15__walk_down_hall_angry__T5SHH2UL.mp4,fake,03_15__walk_down_hall_angry__T5SHH2UL,train
manipulated_sequences/NeuralTextures/c23/videos/259_345.mp4,fake,259_345,train
manipulated_sequences/FaceShifter/c23/videos/524_580.mp4,fake,524_580,train
manipulated_sequences/DeepFakeDetection/c23/videos/13_26__walking_outside_cafe_disgusted__SU8J9CBG.mp4,fake,13_26__walking_outside_cafe_disgusted__SU8J9CBG,train
manipulated_sequences/DeepFakeDetection/c23/videos/18_04__secret_conversation__6J3ZFEJQ.mp4,fake,18_04__secret_conversation__6J3ZFEJQ,train
original_sequences/actors/c23/videos/27__talking_against_wall.mp4,real,27__talking_against_wall,train
original_sequences/youtube/c23/videos/891.mp4,real,891,train
original_sequences/actors/c23/videos/02__secret_conversation.mp4,real,02__secret_conversation,train
manipulated_sequences/Face2Face/c23/videos/246_258.mp4,fake,246_258,train
manipulated_sequences/DeepFakeDetection/c23/videos/01_20__outside_talking_still_laughing__OTGHOG4Z.mp4,fake,01_20__outside_talking_still_laughing__OTGHOG4Z,train
manipulated_sequences/FaceShifter/c23/videos/235_194.mp4,fake,235_194,train
manipulated_sequences/DeepFakeDetection/c23/videos/01_11__exit_phone_room__4OJNJLOO.mp4,fake,01_11__exit_phone_room__4OJNJLOO,train
manipulated_sequences/FaceShifter/c23/videos/212_179.mp4,fake,212_179,train
manipulated_sequences/FaceShifter/c23/videos/442_195.mp4,fake,442_195,train
manipulated_sequences/FaceShifter/c23/videos/747_854.mp4,fake,747_854,train
manipulated_sequences/Deepfakes/c23/videos/613_685.mp4,fake,613_685,train
manipulated_sequences/NeuralTextures/c23/videos/954_976.mp4,fake,954_976,train
original_sequences/youtube/c23/videos/950.mp4,real,950,train
manipulated_sequences/FaceShifter/c23/videos/606_567.mp4,fake,606_567,train
manipulated_sequences/DeepFakeDetection/c23/videos/19_24__outside_talking_still_laughing__59PN7WZ2.mp4,fake,19_24__outside_talking_still_laughing__59PN7WZ2,train
manipulated_sequences/DeepFakeDetection/c23/videos/14_03__outside_talking_pan_laughing__H0VQHGS3.mp4,fake,14_03__outside_talking_pan_laughing__H0VQHGS3,train
manipulated_sequences/DeepFakeDetection/c23/videos/15_20__outside_talking_pan_laughing__99NHTFBM.mp4,fake,15_20__outside_talking_pan_laughing__99NHTFBM,train
manipulated_sequences/NeuralTextures/c23/videos/667_446.mp4,fake,667_446,train
manipulated_sequences/DeepFakeDetection/c23/videos/04_01__talking_angry_couch__0XUW13RW.mp4,fake,04_01__talking_angry_couch__0XUW13RW,train
manipulated_sequences/Face2Face/c23/videos/500_592.mp4,fake,500_592,train
